train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.1212,0.6347,0.0876,0.2783,0.0183,0.5934,0.0685,0.2245
0.0199,0.3888,0.0508,0.1516,0.0177,0.4259,0.0524,0.1637
0.0174,0.3207,0.0424,0.1256,0.0165,0.335,0.0456,0.1311
0.0161,0.2793,0.037,0.1097,0.0162,0.2799,0.036,0.1096
0.0149,0.2469,0.0327,0.0972,0.0154,0.2763,0.0364,0.1083
0.0142,0.2253,0.0296,0.0888,0.0153,0.2537,0.0323,0.0994
0.0135,0.2032,0.0267,0.0803,0.0136,0.2345,0.0311,0.0922
0.0128,0.1843,0.0241,0.073,0.0142,0.2168,0.0277,0.0854
0.0123,0.1683,0.0218,0.0668,0.0141,0.2032,0.0258,0.0802
0.0117,0.1533,0.0197,0.0609,0.0129,0.1789,0.0227,0.0708
0.0113,0.1415,0.018,0.0564,0.0121,0.1748,0.0233,0.0694
0.0109,0.1315,0.0166,0.0525,0.0125,0.1996,0.0276,0.0791
0.0106,0.124,0.0155,0.0495,0.0117,0.1602,0.0215,0.0638
0.0103,0.1164,0.0144,0.0466,0.0113,0.1542,0.0205,0.0614
0.0099,0.1073,0.0131,0.043,0.0111,0.1435,0.0192,0.0574
0.0096,0.1,0.0121,0.0402,0.0107,0.1352,0.0182,0.0542
0.0094,0.0951,0.0114,0.0383,0.0109,0.1358,0.0186,0.0545
0.009,0.0876,0.0104,0.0353,0.0109,0.1397,0.0198,0.0563
0.0089,0.0845,0.01,0.0341,0.011,0.1321,0.0189,0.0535
0.0087,0.0813,0.0095,0.0328,0.0102,0.1173,0.0163,0.0475
0.0084,0.0759,0.0088,0.0307,0.0101,0.1153,0.0166,0.0469
0.008,0.0686,0.0078,0.0279,0.0101,0.1114,0.0158,0.0453
0.008,0.0679,0.0077,0.0276,0.0101,0.116,0.0172,0.0473
0.0078,0.065,0.0073,0.0265,0.01,0.108,0.016,0.0442
0.0077,0.0634,0.0071,0.0258,0.0101,0.1139,0.0177,0.0468
0.0074,0.0578,0.0064,0.0236,0.0099,0.1073,0.0163,0.0441
0.0072,0.0552,0.0061,0.0226,0.0101,0.1149,0.0182,0.0472
0.0073,0.0558,0.0062,0.0228,0.0097,0.1038,0.016,0.0427
