train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.1069,0.9953,0.1012,0.3971,0.0255,0.9981,0.0856,0.366
0.0259,0.9979,0.09,0.3675,0.0179,0.9997,0.1104,0.3722
0.026,0.9977,0.0891,0.3672,0.0198,0.9989,0.098,0.3685
0.0262,0.9972,0.0898,0.3674,0.0211,0.9978,0.0841,0.364
0.0262,0.9972,0.0895,0.3673,0.0211,0.9986,0.0916,0.3667
0.0262,0.9973,0.0894,0.3672,0.0215,0.9979,0.0851,0.3645
0.0285,0.9877,0.0915,0.3655,0.0236,0.998,0.0848,0.3651
0.031,0.9707,0.0931,0.3613,0.0311,0.9634,0.1001,0.3612
0.0375,0.9114,0.0987,0.3457,0.0348,0.8247,0.0909,0.3136
0.0367,0.8807,0.0979,0.335,0.0241,0.826,0.0772,0.306
0.0356,0.8631,0.0971,0.3286,0.0219,0.8179,0.0759,0.3022
0.0357,0.8472,0.0967,0.3232,0.0208,0.7458,0.069,0.2757
