train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.1419,0.9942,0.1094,0.411,0.0313,0.9979,0.0843,0.3675
0.0265,0.9948,0.0902,0.3668,0.0262,0.9972,0.081,0.3645
0.0265,0.9933,0.0895,0.3661,0.0229,0.9975,0.0826,0.364
0.0281,0.986,0.091,0.3647,0.0253,0.9975,0.0827,0.3648
0.0261,0.9973,0.0898,0.3673,0.0279,0.997,0.081,0.365
0.0276,0.989,0.0911,0.3655,0.0232,0.998,0.0859,0.3654
0.0282,0.9848,0.0912,0.3644,0.0247,0.9977,0.0835,0.3649
0.0306,0.9601,0.0931,0.3577,0.0328,0.9202,0.0904,0.3443
0.0364,0.907,0.0982,0.3437,0.0313,0.7685,0.0758,0.289
0.0356,0.8666,0.0977,0.33,0.0385,0.7151,0.0745,0.2733
0.0351,0.8554,0.0971,0.3259,0.0282,0.6612,0.0622,0.248
