train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.1891,0.7076,0.1051,0.3306,0.0191,0.6313,0.0667,0.2366
0.023,0.4841,0.0589,0.1868,0.0212,0.6337,0.073,0.2402
0.0205,0.4234,0.0524,0.1638,0.0171,0.8172,0.0902,0.3051
0.0192,0.3818,0.0474,0.148,0.0167,0.5972,0.073,0.2267
0.0182,0.3509,0.0437,0.1362,0.0148,0.4724,0.0552,0.179
0.0175,0.3286,0.041,0.1277,0.0159,0.5994,0.0694,0.226
0.0167,0.3057,0.0382,0.119,0.0151,0.5576,0.0666,0.2109
0.0162,0.2899,0.0363,0.113,0.0157,0.6313,0.0747,0.2382
0.0156,0.2731,0.0343,0.1066,0.0148,0.3221,0.038,0.1237
0.0152,0.2605,0.0327,0.1018,0.0136,0.3453,0.0393,0.1314
0.0148,0.2495,0.0313,0.0976,0.0135,0.3966,0.0466,0.1507
0.0145,0.2394,0.03,0.0937,0.0135,0.3709,0.0447,0.1416
0.0142,0.2298,0.0288,0.09,0.0145,0.3642,0.0418,0.1388
0.0139,0.2198,0.0274,0.0861,0.0125,0.3152,0.0356,0.1199
0.0136,0.211,0.0263,0.0828,0.0125,0.2552,0.0298,0.0982
0.0133,0.2039,0.0255,0.0801,0.0129,0.3441,0.0385,0.1305
0.0131,0.1972,0.0245,0.0775,0.0121,0.2565,0.0288,0.0981
0.0129,0.1907,0.0237,0.075,0.0118,0.2609,0.0303,0.1
0.0127,0.1847,0.0228,0.0727,0.012,0.2766,0.0327,0.106
0.0124,0.1779,0.022,0.0701,0.012,0.2661,0.0325,0.1025
0.0123,0.1742,0.0215,0.0686,0.0116,0.2687,0.0323,0.1031
0.0121,0.1695,0.0208,0.0668,0.0109,0.1964,0.0226,0.0759
0.012,0.1641,0.0201,0.0647,0.0116,0.2488,0.0306,0.0961
0.0118,0.161,0.0197,0.0635,0.0112,0.2225,0.0257,0.0856
0.0117,0.1578,0.0192,0.0623,0.0114,0.2566,0.0309,0.0987
0.0115,0.1528,0.0186,0.0604,0.0113,0.2324,0.0284,0.0898
0.0114,0.1498,0.0181,0.0592,0.0117,0.2318,0.027,0.0893
0.0113,0.1464,0.0177,0.0579,0.0103,0.1829,0.0216,0.0709
0.0112,0.144,0.0173,0.0569,0.0104,0.1844,0.0211,0.0712
0.0111,0.1404,0.0169,0.0556,0.0103,0.1708,0.0194,0.0662
0.011,0.1372,0.0165,0.0543,0.0105,0.171,0.0195,0.0663
0.0109,0.1351,0.0162,0.0535,0.0102,0.1653,0.0193,0.0643
0.0108,0.1336,0.0159,0.0529,0.0102,0.1658,0.0188,0.0643
0.0107,0.1304,0.0155,0.0517,0.0102,0.1481,0.0168,0.0578
0.0106,0.1281,0.0152,0.0508,0.0102,0.1521,0.0169,0.0592
0.0106,0.126,0.0149,0.05,0.0097,0.1455,0.0167,0.0567
0.0105,0.1242,0.0146,0.0493,0.0095,0.1332,0.0144,0.0519
0.0104,0.1208,0.0142,0.048,0.0098,0.1557,0.0182,0.0606
0.0104,0.1211,0.0142,0.0481,0.0091,0.1219,0.0134,0.0476
0.0103,0.1183,0.0138,0.047,0.0094,0.1385,0.0152,0.0538
0.0102,0.116,0.0135,0.0461,0.0093,0.1286,0.014,0.0501
0.0102,0.1161,0.0135,0.0461,0.0093,0.1242,0.0141,0.0487
