train_dice_loss,train_ssim_loss,train_bce_loss,train_total_loss,val_dice_loss,val_ssim_loss,val_bce_loss,val_total_loss
0.9983,0.9769,0.9769,0.9489,0.9924,0.9727,0.9727,0.8774
0.9966,0.9755,0.9755,0.9236,0.9924,0.9727,0.9727,0.8786
