train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.6176,0.9698,0.0846,0.5272,0.2269,0.994,0.0802,0.5371
0.3824,0.9503,0.0764,0.5134,0.2983,0.9518,0.0771,0.5145
0.2579,0.9253,0.0789,0.5021,0.2051,0.9065,0.0639,0.4852
0.2101,0.907,0.0798,0.4934,0.0929,0.8694,0.063,0.4662
0.1736,0.8913,0.0803,0.4858,0.0783,0.8346,0.0635,0.4491
0.1454,0.873,0.0808,0.4769,0.0794,0.8196,0.0617,0.4406
0.131,0.8627,0.0812,0.4719,0.0751,0.7578,0.0524,0.4051
0.1173,0.8514,0.0815,0.4664,0.092,0.7285,0.0566,0.3926
0.1143,0.8466,0.0816,0.4641,0.0799,0.7722,0.0559,0.4141
0.1103,0.8399,0.0811,0.4605,0.0921,0.7735,0.0552,0.4144
0.1022,0.833,0.0815,0.4572,0.0988,0.7964,0.0573,0.4268
0.0982,0.8229,0.0812,0.452,0.072,0.6628,0.0477,0.3552
0.0919,0.8153,0.0815,0.4484,0.0562,0.6755,0.0509,0.3632
0.0906,0.8102,0.0814,0.4458,0.1181,0.8021,0.1009,0.4515
0.0865,0.8039,0.0811,0.4425,0.0812,0.7061,0.0558,0.381
0.083,0.7976,0.0812,0.4394,0.0534,0.7063,0.0524,0.3794
0.08,0.7909,0.0813,0.4361,0.0692,0.7246,0.0558,0.3902
0.0803,0.7889,0.0809,0.4349,0.0482,0.5988,0.0439,0.3213
0.0793,0.7882,0.0807,0.4344,0.0681,0.7961,0.0672,0.4317
0.0788,0.7855,0.0806,0.433,0.048,0.6611,0.0505,0.3558
0.0772,0.7822,0.0803,0.4313,0.0409,0.6101,0.0453,0.3277
0.0755,0.7796,0.0809,0.4302,0.0448,0.6978,0.0535,0.3757
0.0733,0.7746,0.0805,0.4275,0.0396,0.6342,0.0477,0.341
0.0742,0.7758,0.0803,0.428,0.0437,0.6153,0.0459,0.3306
0.0732,0.7687,0.0799,0.4243,0.0588,0.5874,0.0437,0.3155
0.0704,0.7654,0.0797,0.4226,0.0406,0.599,0.0449,0.3219
0.0712,0.7657,0.0797,0.4227,0.0391,0.5507,0.0417,0.2962
0.0707,0.7653,0.0795,0.4224,0.0487,0.5926,0.0446,0.3186
0.0708,0.7633,0.0796,0.4215,0.0365,0.5137,0.0406,0.2771
0.0704,0.7624,0.0795,0.4209,0.0393,0.5269,0.0383,0.2826
0.0682,0.7583,0.0796,0.4189,0.0362,0.6134,0.0466,0.33
0.0708,0.761,0.0796,0.4203,0.043,0.5367,0.0409,0.2888
