train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.4967,0.871,0.1569,0.5031,0.0402,0.8826,0.079,0.3306
0.0295,0.601,0.0724,0.232,0.0208,0.8764,0.0907,0.326
0.0243,0.4839,0.0605,0.1877,0.0276,0.5876,0.0697,0.226
0.0214,0.4172,0.0538,0.1625,0.0192,0.771,0.0796,0.287
0.0201,0.3844,0.0501,0.15,0.0198,0.6619,0.0732,0.2491
0.0189,0.3577,0.0469,0.1398,0.0174,0.6119,0.0613,0.2279
0.0181,0.3369,0.0443,0.1318,0.0254,0.5093,0.058,0.1956
0.0176,0.3202,0.0422,0.1254,0.0167,0.4717,0.0478,0.177
0.0169,0.3053,0.0406,0.1197,0.0173,0.6772,0.0676,0.2515
0.0167,0.2951,0.0388,0.1157,0.0188,0.7621,0.0742,0.2822
0.0161,0.2779,0.0368,0.1092,0.0183,0.5087,0.0566,0.1926
0.0158,0.2686,0.0355,0.1056,0.017,0.5508,0.0626,0.208
0.0155,0.2604,0.0345,0.1024,0.0168,0.4992,0.0573,0.1892
0.015,0.2458,0.0326,0.0968,0.0223,0.4286,0.052,0.166
0.0146,0.2372,0.0315,0.0935,0.0169,0.4711,0.0565,0.1797
0.0143,0.2268,0.0299,0.0895,0.0173,0.5748,0.0697,0.2184
0.0141,0.2197,0.029,0.0867,0.0194,0.4845,0.0563,0.1849
