train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.1084,0.5851,0.0761,0.254,0.0172,0.4843,0.0581,0.1847
0.0183,0.3315,0.0411,0.129,0.0154,0.3258,0.0425,0.1266
0.0158,0.2691,0.0337,0.1051,0.0142,0.2598,0.0332,0.1014
0.0142,0.229,0.0289,0.0898,0.0136,0.2208,0.0273,0.0864
0.0131,0.1973,0.0248,0.0776,0.0133,0.201,0.0267,0.0795
0.0122,0.1735,0.0217,0.0684,0.0125,0.1877,0.0236,0.0738
0.0114,0.1524,0.019,0.0603,0.0117,0.177,0.0223,0.0696
0.0109,0.1389,0.0171,0.055,0.0112,0.1516,0.0193,0.0601
0.0103,0.1227,0.0149,0.0488,0.011,0.1438,0.0185,0.0572
0.0099,0.1124,0.0135,0.0448,0.0106,0.1361,0.0169,0.054
0.0094,0.1019,0.0121,0.0407,0.0103,0.1276,0.0163,0.0509
0.0091,0.0939,0.011,0.0376,0.0101,0.1277,0.0167,0.051
0.0087,0.087,0.01,0.0349,0.0103,0.124,0.0162,0.0497
0.0084,0.0807,0.0091,0.0324,0.0097,0.1106,0.0146,0.0445
0.0081,0.0742,0.0083,0.0299,0.0097,0.1183,0.016,0.0475
0.0078,0.0685,0.0075,0.0277,0.0097,0.1181,0.0164,0.0476
0.0076,0.0643,0.007,0.026,0.0094,0.1071,0.0148,0.0433
