train_dice_loss,train_ssim_loss,train_bce_loss,train_total_loss,val_dice_loss,val_ssim_loss,val_bce_loss,val_total_loss
0.9985,0.9755,0.9755,0.9043,0.9925,0.9727,0.9727,0.8677
0.9972,0.9714,0.9714,0.8832,0.9925,0.9727,0.9727,0.8671
0.9967,0.9761,0.9761,0.8687,0.9925,0.9726,0.9726,0.8676
0.9963,0.9739,0.9739,0.852,0.9925,0.9723,0.9723,0.8658
0.9957,0.973,0.973,0.8351,0.9924,0.972,0.972,0.863
0.9951,0.9724,0.9724,0.8205,0.9925,0.9715,0.9715,0.8578
0.9948,0.9707,0.9707,0.8071,0.9925,0.9723,0.9723,0.8594
0.995,0.9697,0.9697,0.7943,0.9922,0.9724,0.9724,0.9036
