train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.1074,0.6678,0.0858,0.2842,0.0188,0.7437,0.0909,0.2816
0.0221,0.4492,0.0576,0.1745,0.0195,0.4152,0.06,0.1633
0.0192,0.3676,0.0479,0.1434,0.0164,0.4602,0.0672,0.1795
0.0174,0.3152,0.0415,0.1234,0.0157,0.4189,0.0636,0.1644
0.0161,0.276,0.0364,0.1084,0.0145,0.3275,0.0485,0.1288
0.0152,0.2478,0.0326,0.0976,0.0143,0.2943,0.0449,0.1166
0.0144,0.2237,0.0293,0.0883,0.0142,0.281,0.0406,0.1108
0.0137,0.2033,0.0265,0.0803,0.0137,0.2742,0.0402,0.1082
0.0131,0.1872,0.0243,0.0741,0.0134,0.2755,0.0421,0.1092
0.0128,0.178,0.023,0.0705,0.0129,0.2236,0.0317,0.0885
0.0123,0.165,0.0211,0.0655,0.0126,0.2038,0.0292,0.0811
0.0119,0.1547,0.0196,0.0614,0.0128,0.237,0.0363,0.0944
0.0116,0.1461,0.0184,0.0581,0.0125,0.217,0.0334,0.0868
0.0113,0.139,0.0173,0.0553,0.0116,0.1714,0.0236,0.0682
0.0111,0.1319,0.0163,0.0526,0.0116,0.1775,0.0256,0.0709
0.0108,0.1251,0.0153,0.0499,0.0117,0.1718,0.024,0.0685
0.0106,0.1189,0.0144,0.0475,0.0116,0.1762,0.0266,0.0708
0.0104,0.1152,0.0139,0.046,0.0109,0.1397,0.0189,0.056
0.0102,0.1104,0.0132,0.0441,0.0108,0.139,0.019,0.0557
